,method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,data,resource,end_time,cycle_time
37502,RLRAM,2,0,6679.2592,p_2,0.5,running,3441,2_check_budget_approval,,X_SHARED,6680.236841,
37503,RLRAM,2,0,6679.540174,p_1,0.5,gateway,3439,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37504,RLRAM,2,0,6679.616684,p_1,0.5,running,3439,1_budget_approve,,1budget_owner2,6680.16947,
37505,RLRAM,2,0,6680.16947,p_1,0.5,running,3439,1_supervisor_approve,,1supervisor2,6680.335707,
37506,RLRAM,2,0,6680.236841,p_2,0.5,gateway,3441,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
37507,RLRAM,2,0,6680.236841,p_2,0.5,running,3441,2_supervisor_approve,,1supervisor1,6680.588306,
37508,RLRAM,2,0,6680.236841,p_1,0.5,running,3440,1_handle_payment,,X_SHARED,6681.029039,
37509,RLRAM,2,0,6680.335707,p_1,0.5,running,3439,1_handle_payment,,12accounting0,6680.556505,
37510,RLRAM,2,0,6680.556505,p_1,0.5,gateway,3439,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37511,RLRAM,2,0,6680.556505,p_1,0.5,COMPLETE,3439,1_END,,,,6.80940541
37512,RLRAM,2,0,6681.029039,p_1,0.5,gateway,3440,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
37513,RLRAM,2,0,6681.029039,p_1,0.5,COMPLETE,3440,1_END,,,,6.654267219
37514,RLRAM,2,0,6683.120433,p_1,0.5,START,3442,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37515,RLRAM,2,0,6683.120433,p_2,0.5,running,3441,2_handle_payment,,12accounting0,6687.227987,
37516,RLRAM,2,0,6683.120433,p_1,0.5,running,3442,1_submit_request,,1employee,6683.238969,
37517,RLRAM,2,0,6683.238969,p_1,0.5,running,3442,1_check_request,,1X_SHARED,6683.593274,
37518,RLRAM,2,0,6683.593274,p_1,0.5,gateway,3442,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37519,RLRAM,2,0,6683.593274,p_1,0.5,running,3442,1_check_budget_approval,,1X_SHARED,6684.203271,
37520,RLRAM,2,0,6683.820796,p_2,0.5,gateway,3438,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37521,RLRAM,2,0,6683.820796,p_2,0.5,COMPLETE,3438,2_END,,,,10.69134889
37522,RLRAM,2,0,6683.855836,p_2,0.5,START,3443,2_start,"{'2_approval_flow': '2_submit_request', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37523,RLRAM,2,0,6683.855836,p_2,0.5,running,3443,2_submit_request,,1employee,6684.275849,
37524,RLRAM,2,0,6684.203271,p_1,0.5,gateway,3442,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37525,RLRAM,2,0,6684.203271,p_1,0.5,running,3442,1_supervisor_approve,,X_SHARED,6684.307319,
37526,RLRAM,2,0,6684.307319,p_2,0.5,running,3443,2_check_request,,12admin1,6686.155011,
37527,RLRAM,2,0,6684.307319,p_1,0.5,running,3442,1_handle_payment,,12accounting1,6685.656119,
37528,RLRAM,2,0,6685.439608,p_1,0.5,START,3444,1_start,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37529,RLRAM,2,0,6685.439608,p_1,0.5,running,3444,1_submit_request,,1employee1,6687.134037,
37530,RLRAM,2,0,6685.656119,p_1,0.5,gateway,3442,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37531,RLRAM,2,0,6685.656119,p_1,0.5,COMPLETE,3442,1_END,,,,2.535685817
37532,RLRAM,2,0,6686.155011,p_2,0.5,gateway,3443,2_XOR_admin_decision,"{'2_approval_flow': '2_submit_request', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37533,RLRAM,2,0,6686.627433,p_2,0.5,START,3445,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
37534,RLRAM,2,0,6686.627433,p_2,0.5,running,3445,2_submit_request,,1employee,6686.647874,
37535,RLRAM,2,0,6686.647874,p_2,0.5,running,3445,2_check_request,,12admin1,6686.657128,
37536,RLRAM,2,0,6686.657128,p_2,0.5,gateway,3445,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
37537,RLRAM,2,0,6686.827245,p_2,0.5,START,3446,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
37538,RLRAM,2,0,6686.827245,p_2,0.5,running,3443,2_submit_request,,1employee,6687.376938,
37539,RLRAM,2,0,6687.134037,p_1,0.5,running,3444,1_check_request,,1X_SHARED,6687.470121,
37540,RLRAM,2,0,6687.134037,p_2,0.5,running,3445,2_submit_request,,1employee1,6687.555687,
37541,RLRAM,2,0,6687.227987,p_2,0.5,gateway,3441,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
37542,RLRAM,2,0,6687.227987,p_2,0.5,COMPLETE,3441,2_END,,,,9.989199135
37543,RLRAM,2,0,6687.376938,p_2,0.5,running,3443,2_check_request,,12admin1,6690.49049,
37544,RLRAM,2,0,6687.470121,p_1,0.5,gateway,3444,1_XOR_admin_decision,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37545,RLRAM,2,0,6687.470121,p_1,0.5,running,3444,1_check_budget_approval,,1X_SHARED,6688.153896,
37546,RLRAM,2,0,6687.470121,p_2,0.5,running,3446,2_submit_request,,1employee,6687.743135,
37547,RLRAM,2,0,6687.555687,p_2,0.5,running,3445,2_check_request,,X_SHARED,6688.155255,
37548,RLRAM,2,0,6688.153896,p_1,0.5,gateway,3444,1_XOR_budget_check,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37549,RLRAM,2,0,6688.153896,p_1,0.5,running,3444,1_budget_approve,,1budget_owner2,6689.10956,
37550,RLRAM,2,0,6688.155255,p_2,0.5,gateway,3445,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
37551,RLRAM,2,0,6688.155255,p_2,0.5,running,3445,2_check_budget_approval,,X_SHARED,6688.721564,
37552,RLRAM,2,0,6688.721564,p_2,0.5,gateway,3445,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
37553,RLRAM,2,0,6688.721564,p_2,0.5,running,3445,2_supervisor_approve,,1supervisor1,6689.443998,
37554,RLRAM,2,0,6688.721564,p_2,0.5,running,3446,2_check_request,,X_SHARED,6688.794541,
37555,RLRAM,2,0,6688.794541,p_2,0.5,gateway,3446,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
37556,RLRAM,2,0,6688.794541,p_2,0.5,running,3446,2_check_budget_approval,,X_SHARED,6688.840339,
37557,RLRAM,2,0,6688.840339,p_2,0.5,gateway,3446,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
37558,RLRAM,2,0,6688.840339,p_2,0.5,running,3446,2_budget_approve,,X_SHARED,6690.867001,
37559,RLRAM,2,0,6689.10956,p_1,0.5,running,3444,1_supervisor_approve,,1supervisor2,6689.688283,
37560,RLRAM,2,0,6689.254227,p_2,0.5,START,3447,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37561,RLRAM,2,0,6689.254227,p_2,0.5,running,3447,2_submit_request,,1employee1,6692.925927,
37562,RLRAM,2,0,6689.443998,p_2,0.5,running,3445,2_handle_payment,,12accounting0,6698.974789,
37563,RLRAM,2,0,6690.067724,p_1,0.5,START,3448,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37564,RLRAM,2,0,6690.067724,p_1,0.5,running,3444,1_handle_payment,,12accounting1,6691.487308,
37565,RLRAM,2,0,6690.067724,p_1,0.5,running,3448,1_submit_request,,1employee,6692.694672,
37566,RLRAM,2,0,6690.433945,p_2,0.5,START,3449,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37567,RLRAM,2,0,6690.49049,p_2,0.5,gateway,3443,2_XOR_admin_decision,"{'2_approval_flow': '2_submit_request', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37568,RLRAM,2,0,6690.867001,p_2,0.5,running,3443,2_check_budget_approval,,112admin1,6690.870618,
37569,RLRAM,2,0,6690.867001,p_2,0.5,running,3446,2_supervisor_approve,,1supervisor1,6691.442344,
37570,RLRAM,2,0,6690.870618,p_2,0.5,gateway,3443,2_XOR_budget_check,"{'2_approval_flow': '2_submit_request', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37571,RLRAM,2,0,6691.442344,p_2,0.5,running,3443,2_supervisor_approve,,1supervisor1,6692.37402,
37572,RLRAM,2,0,6691.442344,p_2,0.5,running,3446,2_handle_payment,,1X_SHARED,6693.266446,
37573,RLRAM,2,0,6691.487308,p_1,0.5,gateway,3444,1_XOR_payment_check,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37574,RLRAM,2,0,6691.487308,p_1,0.5,COMPLETE,3444,1_END,,,,6.047699836
37575,RLRAM,2,0,6692.037479,p_1,0.5,START,3450,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
37576,RLRAM,2,0,6692.37402,p_2,0.5,running,3443,2_handle_payment,,12accounting1,6693.194013,
37577,RLRAM,2,0,6692.694672,p_2,0.5,running,3449,2_submit_request,,1employee,6699.503311,
37578,RLRAM,2,0,6692.694672,p_1,0.5,running,3448,1_check_request,,12admin1,6694.673552,
37579,RLRAM,2,0,6692.855224,p_1,0.5,START,3451,1_start,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37580,RLRAM,2,0,6692.925927,p_1,0.5,running,3450,1_submit_request,,1employee1,6693.638135,
37581,RLRAM,2,0,6692.925927,p_2,0.5,running,3447,2_check_request,,112admin0,6693.434913,
37582,RLRAM,2,0,6693.194013,p_2,0.5,gateway,3443,2_XOR_payment_check,"{'2_approval_flow': '2_submit_request', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37583,RLRAM,2,0,6693.194013,p_2,0.5,COMPLETE,3443,2_END,,,,9.338176863
37584,RLRAM,2,0,6693.266446,p_2,0.5,gateway,3446,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
37585,RLRAM,2,0,6693.266446,p_2,0.5,COMPLETE,3446,2_END,,,,6.439201036
37586,RLRAM,2,0,6693.434913,p_2,0.5,gateway,3447,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37587,RLRAM,2,0,6693.434913,p_2,0.5,running,3447,2_check_budget_approval,,X_SHARED,6693.873661,
37588,RLRAM,2,0,6693.459051,p_1,0.5,START,3452,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37589,RLRAM,2,0,6693.638135,p_1,0.5,running,3451,1_submit_request,,1employee1,6693.935557,
37590,RLRAM,2,0,6693.638135,p_1,0.5,running,3450,1_check_request,,1X_SHARED,6693.774762,
37591,RLRAM,2,0,6693.774762,p_1,0.5,gateway,3450,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
37592,RLRAM,2,0,6693.774762,p_1,0.5,running,3450,1_check_budget_approval,,1X_SHARED,6695.340346,
37593,RLRAM,2,0,6693.873661,p_2,0.5,gateway,3447,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37594,RLRAM,2,0,6693.873661,p_2,0.5,running,3447,2_supervisor_approve,,1supervisor1,6694.265407,
37595,RLRAM,2,0,6694.265407,p_1,0.5,running,3452,1_submit_request,,1employee1,6694.43844,
37596,RLRAM,2,0,6694.265407,p_2,0.5,running,3447,2_handle_payment,,12accounting1,6704.35124,
37597,RLRAM,2,0,6694.673552,p_1,0.5,gateway,3448,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37598,RLRAM,2,0,6694.673552,p_1,0.5,running,3452,1_check_request,,112admin0,6696.845863,
37599,RLRAM,2,0,6694.673552,p_1,0.5,running,3451,1_check_request,,12admin1,6698.578441,
37600,RLRAM,2,0,6694.826881,p_2,0.5,START,3453,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
37601,RLRAM,2,0,6694.826881,p_2,0.5,running,3453,2_submit_request,,1employee1,6694.923338,
37602,RLRAM,2,0,6694.923338,p_2,0.5,running,3453,2_check_request,,X_SHARED,6696.414937,
37603,RLRAM,2,0,6694.944203,p_2,0.5,START,3454,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37604,RLRAM,2,0,6694.944203,p_2,0.5,running,3454,2_submit_request,,1employee1,6696.594441,
37605,RLRAM,2,0,6695.018017,p_1,0.5,START,3455,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37606,RLRAM,2,0,6695.340346,p_1,0.5,gateway,3450,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
37607,RLRAM,2,0,6695.340346,p_1,0.5,running,3448,1_check_budget_approval,,1X_SHARED,6697.267422,
37608,RLRAM,2,0,6695.340346,p_1,0.5,running,3450,1_supervisor_approve,,1supervisor1,6696.667128,
37609,RLRAM,2,0,6696.414937,p_2,0.5,gateway,3453,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
37610,RLRAM,2,0,6696.594441,p_1,0.5,running,3455,1_submit_request,,1employee1,6697.392002,
37611,RLRAM,2,0,6696.667128,p_1,0.5,running,3450,1_handle_payment,,X_SHARED,6696.788679,
37612,RLRAM,2,0,6696.788679,p_1,0.5,gateway,3450,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
37613,RLRAM,2,0,6696.788679,p_1,0.5,COMPLETE,3450,1_END,,,,4.751200072
37614,RLRAM,2,0,6696.845863,p_1,0.5,gateway,3452,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37615,RLRAM,2,0,6697.070437,p_2,0.5,START,3456,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37616,RLRAM,2,0,6697.070437,p_2,0.5,running,3454,2_check_request,,112admin0,6697.810828,
37617,RLRAM,2,0,6697.267422,p_1,0.5,gateway,3448,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37618,RLRAM,2,0,6697.267422,p_1,0.5,running,3452,1_check_budget_approval,,1X_SHARED,6697.313,
37619,RLRAM,2,0,6697.267422,p_1,0.5,running,3448,1_supervisor_approve,,X_SHARED,6698.189182,
37620,RLRAM,2,0,6697.290452,p_1,0.5,START,3457,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37621,RLRAM,2,0,6697.313,p_1,0.5,gateway,3452,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37622,RLRAM,2,0,6697.313,p_1,0.5,running,3452,1_budget_approve,,1budget_owner1,6697.356654,
37623,RLRAM,2,0,6697.392002,p_2,0.5,running,3453,2_submit_request,,1employee1,6697.521212,
37624,RLRAM,2,0,6697.392002,p_1,0.5,running,3452,1_supervisor_approve,,1supervisor1,6698.92787,
37625,RLRAM,2,0,6697.392002,p_1,0.5,running,3455,1_check_request,,1X_SHARED,6698.162473,
37626,RLRAM,2,0,6697.521212,p_1,0.5,running,3457,1_submit_request,,1employee1,6697.672938,
37627,RLRAM,2,0,6697.810828,p_2,0.5,gateway,3454,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37628,RLRAM,2,0,6697.810828,p_2,0.5,running,3453,2_check_request,,112admin0,6698.201828,
37629,RLRAM,2,0,6697.810828,p_2,0.5,running,3454,2_check_budget_approval,,112admin1,6698.43563,
37630,RLRAM,2,0,6697.810828,p_2,0.5,running,3456,2_submit_request,,1employee1,6698.400612,
37631,RLRAM,2,0,6698.162473,p_1,0.5,gateway,3455,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37632,RLRAM,2,0,6698.162473,p_1,0.5,running,3455,1_check_budget_approval,,1X_SHARED,6698.349489,
37633,RLRAM,2,0,6698.201828,p_2,0.5,gateway,3453,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
37634,RLRAM,2,0,6698.201828,p_2,0.5,running,3453,2_check_budget_approval,,X_SHARED,6700.518718,
37635,RLRAM,2,0,6698.349489,p_1,0.5,gateway,3455,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37636,RLRAM,2,0,6698.349489,p_1,0.5,running,3455,1_budget_approve,,1budget_owner1,6700.541399,
37637,RLRAM,2,0,6698.349489,p_1,0.5,running,3457,1_check_request,,1X_SHARED,6699.093072,
37638,RLRAM,2,0,6698.43563,p_2,0.5,gateway,3454,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37639,RLRAM,2,0,6698.578441,p_1,0.5,gateway,3451,1_XOR_admin_decision,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37640,RLRAM,2,0,6698.578441,p_2,0.5,running,3456,2_check_request,,112admin0,6699.003206,
37641,RLRAM,2,0,6698.578441,p_2,0.5,running,3454,2_budget_approve,,1budget_owner2,6699.577147,
37642,RLRAM,2,0,6698.974789,p_2,0.5,gateway,3445,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
37643,RLRAM,2,0,6698.974789,p_1,0.5,running,3448,1_handle_payment,,12accounting0,6699.985296,
37644,RLRAM,2,0,6698.974789,p_2,0.5,COMPLETE,3445,2_END,,,,12.34735576
37645,RLRAM,2,0,6699.003206,p_2,0.5,gateway,3456,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37646,RLRAM,2,0,6699.003206,p_2,0.5,running,3456,2_check_budget_approval,,112admin1,6699.617912,
37647,RLRAM,2,0,6699.093072,p_1,0.5,gateway,3457,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37648,RLRAM,2,0,6699.093072,p_1,0.5,running,3451,1_check_budget_approval,,1X_SHARED,6699.190034,
37649,RLRAM,2,0,6699.190034,p_1,0.5,gateway,3451,1_XOR_budget_check,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37650,RLRAM,2,0,6699.190034,p_1,0.5,running,3457,1_check_budget_approval,,1X_SHARED,6700.540351,
37651,RLRAM,2,0,6699.190034,p_1,0.5,running,3451,1_supervisor_approve,,1supervisor1,6699.981672,
37652,RLRAM,2,0,6699.503311,p_2,0.5,running,3449,2_check_request,,12admin1,6702.996468,
37653,RLRAM,2,0,6699.577147,p_2,0.5,running,3454,2_supervisor_approve,,1supervisor2,6707.598588,
37654,RLRAM,2,0,6699.617912,p_2,0.5,gateway,3456,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37655,RLRAM,2,0,6699.617912,p_2,0.5,running,3456,2_budget_approve,,1budget_owner2,6699.930548,
37656,RLRAM,2,0,6699.981672,p_2,0.5,running,3456,2_supervisor_approve,,1supervisor1,6700.858174,
37657,RLRAM,2,0,6699.985296,p_1,0.5,gateway,3448,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37658,RLRAM,2,0,6699.985296,p_1,0.5,COMPLETE,3448,1_END,,,,9.91757188
37659,RLRAM,2,0,6700.293307,p_2,0.5,START,3458,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37660,RLRAM,2,0,6700.293307,p_1,0.5,running,3452,1_handle_payment,,12accounting0,6700.880522,
37661,RLRAM,2,0,6700.293307,p_2,0.5,running,3458,2_submit_request,,1employee,6701.57676,
37662,RLRAM,2,0,6700.518718,p_2,0.5,gateway,3453,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
37663,RLRAM,2,0,6700.518718,p_2,0.5,running,3453,2_budget_approve,,1budget_owner2,6701.179822,
37664,RLRAM,2,0,6700.518718,p_1,0.5,running,3451,1_handle_payment,,X_SHARED,6700.754714,
37665,RLRAM,2,0,6700.540351,p_1,0.5,gateway,3457,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37666,RLRAM,2,0,6700.754714,p_1,0.5,gateway,3451,1_XOR_payment_check,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37667,RLRAM,2,0,6700.754714,p_1,0.5,COMPLETE,3451,1_END,,,,7.8994909
37668,RLRAM,2,0,6700.858174,p_1,0.5,running,3457,1_supervisor_approve,,1supervisor1,6701.074533,
37669,RLRAM,2,0,6700.880522,p_1,0.5,gateway,3452,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37670,RLRAM,2,0,6700.880522,p_1,0.5,COMPLETE,3452,1_END,,,,7.421470929
37671,RLRAM,2,0,6701.074533,p_1,0.5,running,3455,1_supervisor_approve,,1supervisor1,6702.544085,
37672,RLRAM,2,0,6701.074533,p_1,0.5,running,3457,1_handle_payment,,12accounting0,6701.847051,
37673,RLRAM,2,0,6701.179822,p_2,0.5,running,3456,2_handle_payment,,1X_SHARED,6701.520233,
37674,RLRAM,2,0,6701.332784,p_1,0.5,START,3459,1_start,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_handle_payment'}",,,
37675,RLRAM,2,0,6701.520233,p_2,0.5,gateway,3456,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37676,RLRAM,2,0,6701.520233,p_2,0.5,COMPLETE,3456,2_END,,,,4.449795697
37677,RLRAM,2,0,6701.57676,p_1,0.5,running,3459,1_submit_request,,1employee1,6702.510788,
37678,RLRAM,2,0,6701.847051,p_1,0.5,gateway,3457,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37679,RLRAM,2,0,6701.847051,p_1,0.5,COMPLETE,3457,1_END,,,,4.556599068
37680,RLRAM,2,0,6702.510788,p_1,0.5,running,3459,1_check_request,,1X_SHARED,6703.008755,
37681,RLRAM,2,0,6702.544085,p_2,0.5,running,3453,2_supervisor_approve,,1supervisor1,6703.617068,
37682,RLRAM,2,0,6702.544085,p_1,0.5,running,3455,1_handle_payment,,12accounting0,6702.979421,
37683,RLRAM,2,0,6702.544085,p_2,0.5,running,3458,2_check_request,,X_SHARED,6702.691084,
37684,RLRAM,2,0,6702.691084,p_2,0.5,gateway,3458,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37685,RLRAM,2,0,6702.691084,p_2,0.5,running,3458,2_check_budget_approval,,X_SHARED,6702.909098,
37686,RLRAM,2,0,6702.909098,p_2,0.5,gateway,3458,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37687,RLRAM,2,0,6702.979421,p_1,0.5,gateway,3455,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
37688,RLRAM,2,0,6702.979421,p_1,0.5,COMPLETE,3455,1_END,,,,7.961404725
37689,RLRAM,2,0,6702.996468,p_2,0.5,gateway,3449,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
37690,RLRAM,2,0,6702.996468,p_2,0.5,running,3449,2_check_budget_approval,,X_SHARED,6703.254057,
37691,RLRAM,2,0,6703.008755,p_1,0.5,gateway,3459,1_XOR_admin_decision,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_handle_payment'}",,,
37692,RLRAM,2,0,6703.008755,p_1,0.5,running,3459,1_check_budget_approval,,112admin1,6706.679951,
